1,27
1,32
1,37
1,30
1,31
1,23
1,29
1,29
1,25
1,23
1,29
1,29
1,27
1,18
1,26
1,17
1,33
1,29
1,29
1,33
1,27
1,28
1,22
1,35
1,35
1,17
1,26
1,36
1,36
1,22
1,38
1,22
1,42
1,17
1,21
1,25
1,21
1,24
1,19
1,29
1,26
1,24
1,37
1,17
1,51
1,23
1,37
1,21
1,38
1,30
1,27
1,30
1,26
1,27
1,33
1,30
1,53
1,42
1,35
1,16
1,20
1,40
1,27
1,34
1,34
1,27
1,27
1,26
1,23
1,35
1,38
1,24
1,40
1,41
1,29
1,39
1,36
1,32
1,26
1,33
1,30
1,44
1,20
1,33
1,34
1,37
1,32
1,39
1,33
1,31
1,17
1,32
1,35
1,33
1,34
1,18
1,21
1,37
1,44
1,16
1,24
1,33
1,28
1,22
1,23
1,34
1,21
1,31
1,33
1,18
1,22
1,31
1,20
1,54
1,25
1,21
1,19
1,20
1,34
1,23
1,20
1,31
1,18
1,25
1,24
1,23
1,28
1,41
1,28
1,33
1,7
1,26
1,28
1,29
1,34
1,37
1,18
1,26
1,30
1,29
1,18
1,34
1,35
1,30
1,37
1,43
1,30
1,34
1,25
1,31
1,25
1,31
1,36
1,31
1,26
1,30
1,19
1,28
1,32
1,22
1,29
1,35
1,43
1,20
1,33
1,28
1,25
1,27
1,30
1,24
1,32
1,24
1,24
1,37
1,28
1,25
1,28
1,22
1,46
1,28
1,20
1,33
1,23
1,30
1,42
1,27
1,34
1,20
1,20
1,43
1,30
1,26
1,31
1,35
1,40
1,35
1,26
1,33
1,32
1,33
1,32
1,46
1,35
1,27
1,28
1,28
1,29
1,29
1,33
1,28
1,32
1,27
1,33
1,24
1,35
1,20
1,26
1,19
1,21
1,30
1,36
1,22
1,19
1,24
1,28
1,28
1,38
1,31
1,25
1,25
1,34
1,18
1,37
1,30
1,44
1,32
1,26
1,23
1,40
1,22
1,40
1,30
1,24
1,38
1,22
1,16
1,21
1,28
1,24
1,39
1,22
1,27
1,30
1,36
1,34
1,30
1,28
1,22
1,38
1,28
1,27
1,32
1,35
1,30
1,36
1,40
1,20
1,22
1,27
1,33
1,40
1,30
1,35
1,35
1,27
1,28
1,48
1,35
1,35
1,44
1,33
1,35
1,33
1,30
1,27
1,24
1,25
1,28
