6,14
2,6
6,12
1,1
6,8
6,14
6,15
6,11
6,10
6,12
6,15
6,15
6,18
1,1
6,16
6,16
6,10
6,13
2,14
6,14
6,17
6,19
6,17
6,20
6,21
6,10
1,1
6,7
6,26
6,15
6,20
5,15
6,20
4,10
2,1
6,15
6,20
6,7
6,18
6,11
6,15
6,18
6,20
6,31
5,12
6,13
6,15
1,1
6,15
5,19
3,2
6,12
1,3
6,14
6,15
5,15
6,17
6,14
5,10
6,17
6,12
5,20
3,7
6,16
6,16
6,13
6,18
6,12
6,9
1,1
6,17
1,3
6,11
6,14
5,16
5,11
6,12
6,15
6,32
2,1
5,11
6,28
2,3
5,10
6,18
6,9
6,18
5,15
6,27
1,2
6,11
2,10
6,19
5,15
6,11
6,13
1,1
6,15
6,12
6,21
2,4
2,2
6,22
1,1
4,23
6,9
5,14
6,37
2,4
5,17
6,25
6,9
2,2
6,16
3,7
2,6
6,17
6,11
6,24
6,9
6,12
6,9
5,22
6,17
6,19
6,13
6,24
6,8
6,13
2,8
6,20
6,19
6,18
6,23
6,15
6,20
6,45
6,21
6,20
1,2
1,2
6,13
5,16
6,17
2,15
6,18
6,15
5,11
5,22
6,17
2,1
6,18
2,2
5,20
1,1
6,20
5,11
6,10
6,15
6,13
5,18
6,11
6,11
5,11
6,20
2,1
6,7
2,1
6,11
6,17
6,11
6,12
6,14
6,12
6,22
6,16
6,19
5,11
6,16
2,1
6,15
6,21
1,1
6,32
6,20
6,26
3,12
5,16
6,15
6,20
6,17
1,1
6,15
6,12
5,9
6,13
5,12
2,1
6,10
6,20
6,11
2,2
6,17
1,4
6,23
6,56
6,19
6,13
6,14
6,28
6,17
6,10
5,29
5,13
3,1
6,20
5,12
6,18
6,11
6,17
6,15
6,24
6,17
6,13
5,19
6,19
1,4
1,3
6,12
3,5
3,1
2,1
2,2
3,4
2,1
2,2
3,5
3,4
2,3
3,1
2,2
3,1
3,1
2,2
3,3
2,1
2,5
2,1
3,1
3,1
3,1
3,5
3,1
3,1
2,1
2,2
2,1
2,2
2,1
3,4
2,1
3,6
3,1
3,2
3,1
2,1
3,2
2,1
3,1
2,1
3,3
2,1
3,3
3,1
3,1
3,1
3,1
3,2
2,1
3,2
3,2
2,1
3,1
2,5
2,1
2,4
3,1
3,1
