0.2793,0.04779
0.158,0.04724
0.1746,0.04724
0.2078,0.04755
0.1418,0.04797
0.1709,0.04047
0.1711,0.04626
0.1675,0.04742
0.1804,0.04822
0.2305,0.047
0.2559,0.04779
0.1758,0.04846
0.2056,0.05078
0.1987,0.04761
0.1604,0.04718
0.1531,0.04755
0.2095,0.06348
0.1887,0.0473
0.1743,0.04755
0.1814,0.04828
0.189,0.04749
0.1787,0.04797
0.1562,0.0473
0.2656,0.04767
0.1863,0.04779
0.1941,0.06085
0.2314,0.0387
0.1875,0.047
0.1477,0.04816
0.168,0.04785
0.2363,0.0473
0.1733,0.0473
0.1873,0.04694
0.1777,0.04718
0.2734,0.04901
0.2139,0.04718
0.1763,0.0473
0.2168,0.04846
0.2793,0.04718
0.1663,0.04718
0.1763,0.04749
0.1702,0.0473
0.1848,0.04773
0.1589,0.0473
0.1743,0.04272
0.1824,0.04895
0.177,0.04681
0.1824,0.04919
0.1855,0.04755
0.179,0.04797
0.2024,0.04712
0.1858,0.0473
0.198,0.04767
0.1843,0.04712
0.2061,0.04907
0.2324,0.04736
0.2363,0.0473
0.168,0.04742
0.1841,0.04694
0.1797,0.04742
0.21,0.04724
0.05426,0.003784
0.06714,0.004272
0.05695,0.0037
0.05811,0.003902
0.06482,0.003929
0.05603,0.003044
0.05835,0.00386
0.0752,0.00359
0.06958,0.003876
0.05658,0.003967
0.0647,0.005371
0.06494,0.004845
0.0575,0.005211
0.06458,0.004822
0.04541,0.004997
0.05951,0.004807
0.0647,0.005394
0.06958,0.004669
0.05798,0.004654
0.06091,0.004379
0.06274,0.003689
0.06641,0.003803
0.05536,0.003754
0.08496,0.003647
0.06348,0.003654
0.05896,0.003555
0.05988,0.003922
0.06458,0.003922
0.07642,0.003712
0.05719,0.003681
0.05511,0.004837
0.06049,0.003017
0.06372,0.004349
0.07324,0.004318
0.07031,0.004311
0.09131,0.004227
0.07178,0.004532
0.05414,0.004028
0.06604,0.003551
0.06067,0.004608
0.07117,0.003838
0.05969,0.00362
0.06024,0.00375
0.05084,0.003914
0.06201,0.003719
0.0592,0.003643
0.05499,0.003418
0.06274,0.003593
0.07141,0.003639
0.06421,0.0037
0.08948,0.003178
0.0578,0.002869
0.05743,0.002533
0.07568,0.002831
0.07324,0.002785
0.08118,0.00293
0.0528,0.002865
0.07251,0.002296
0.06213,0.002869
0.05798,0.002689
0.06494,0.004707
0.07471,0.004784
0.07349,0.004425
0.0647,0.004448
0.06799,0.004669
0.06134,0.004761
0.05896,0.004303
0.06311,0.004868
0.07129,0.004761
0.07898,0.004799
0.06262,0.003262
0.06323,0.003181
0.05402,0.003223
0.06641,0.003304
0.0708,0.003353
0.05646,0.00338
0.05951,0.003395
0.06836,0.003239
0.05896,0.003571
0.05017,0.003323
0.09314,0.003975
0.05725,0.004272
0.08105,0.004005
0.0575,0.00415
0.06531,0.004021
0.06543,0.00428
0.05804,0.004265
0.05737,0.003937
0.05853,0.004219
0.04767,0.003944
0.05298,0.003025
0.0481,0.003143
0.08594,0.003082
0.07312,0.002617
0.07605,0.003281
0.06116,0.003082
0.06409,0.003376
0.05835,0.002548
0.06195,0.003109
0.09167,0.003094
0.06274,0.003521
0.06,0.004562
0.06665,0.004715
0.06702,0.004379
0.05225,0.004623
0.05365,0.004341
0.05273,0.004349
0.07104,0.004723
0.07214,0.00412
0.07495,0.002647
0.07117,0.003738
0.06812,0.003662
0.07068,0.004051
0.07336,0.004051
0.06873,0.003845
0.07007,0.003872
0.05707,0.003586
0.07129,0.003757
0.05823,0.003761
0.06714,0.003937
0.09705,0.002438
0.0752,0.002346
0.1122,0.002377
0.08899,0.002331
0.1084,0.002281
0.09338,0.002327
0.1024,0.002415
0.09863,0.002384
0.1111,0.002331
0.0741,0.002415
0.1106,0.0023
0.1382,0.002422
0.08862,0.002392
0.1136,0.002415
0.21,0.00248
0.1234,0.002464
0.1108,0.002453
0.1184,0.00235
0.08679,0.002331
0.1073,0.002354
0.00333,0.002708
0.004852,0.01645
0.003139,4.721E-4
1.945E-4,0.01639
3.309E-4,0.01648
7.076E-4,0.01636
2.165E-4,0.01642
3.366E-4,0.01642
7.858E-4,0.01657
1.726E-4,0.01645
2.909E-4,0.01657
2.26E-4,0.01642
2.155E-4,0.0163
5.016E-4,0.01639
0.001141,0.01639
5.693E-4,0.01639
3.805E-4,0.01639
1.965E-4,0.01639
2.155E-4,0.01657
3.242E-4,0.01633
6.943E-4,0.01627
2.708E-4,0.0163
5.569E-4,0.01633
4.902E-4,0.01648
4.625E-4,0.01636
1.822E-4,0.01645
8.802E-4,0.01645
3.691E-4,0.01636
3.653E-4,0.01651
7.143E-4,0.01654
9.499E-4,0.0162
3.51E-4,0.01627
3.92E-4,0.01663
0.001238,0.01624
4.94E-4,0.01624
0.001196,0.01624
8.135E-4,0.01633
4.349E-4,0.01636
3.29E-4,0.01645
4.339E-4,0.0162
6.647E-4,0.01642
6.695E-4,0.01639
3.605E-4,0.01633
7.172E-4,0.01776
6.361E-4,0.01633
7.296E-4,0.0163
3.824E-4,0.01624
3.815E-4,0.01645
7.162E-4,0.0162
8.364E-4,0.0163
1.945E-4,0.01624
6.266E-4,0.01654
1.698E-4,0.01642
4.692E-4,0.01624
2.098E-4,0.01624
5.541E-4,0.01624
3.071E-4,0.01624
3.719E-4,0.01624
2.565E-4,0.01636
7.753E-4,0.01639
1.745E-4,0.01639
2.413E-4,0.01639
5.569E-4,0.0163
2.317E-4,0.01651
2.794E-4,0.01624
9.508E-4,0.0162
4.225E-4,0.01639
5.589E-4,0.01633
3.176E-4,0.01633
2.851E-4,0.01639
2.222E-4,0.01627
5.426E-4,0.01627
